Gecko/20100101 Firefox/45.0,Paths 2,Fair,prepareLiveUpdates,0.011
Gecko/20100101 Firefox/45.0,Paths 2,Fair,Run,0.044
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,parseE,0.015
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,unparseE,0
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,prepareLiveUpdates,0.026
Gecko/20100101 Firefox/45.0,Wave Boxes,Fair,Run,0.045
Gecko/20100101 Firefox/45.0,Logo,Fair,parseE,0.026
Gecko/20100101 Firefox/45.0,Logo,Fair,Eval.run,0.009
Gecko/20100101 Firefox/45.0,Logo,Fair,unparseE,0.001
Gecko/20100101 Firefox/45.0,Logo,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Logo,Fair,Eval.run,0.006
Gecko/20100101 Firefox/45.0,Logo,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Logo,Fair,prepareLiveUpdates,0.006
Gecko/20100101 Firefox/45.0,Logo,Fair,Run,0.05
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,parseE,0.211
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,Eval.run,0.008
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,unparseE,0.008
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,Eval.run,0.005
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,prepareLiveUpdates,0.009
Gecko/20100101 Firefox/45.0,Interface Buttons,Fair,Run,0.243
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,parseE,0.041
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,Eval.run,0.004
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,unparseE,0.002
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,valToIndexedTree,0.005
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,Eval.run,0
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,prepareLiveUpdates,0.003
Gecko/20100101 Firefox/45.0,Wikimedia Logo,Fair,Run,0.057
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,parseE,0.085
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,Eval.run,0.021
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,unparseE,0.005
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,Eval.run,0.014
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,valToIndexedTree,0.001
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,prepareLiveUpdates,0.053
Gecko/20100101 Firefox/45.0,Fractal Tree,Fair,Run,0.18
Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,parseE,0.033
Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,Eval.run,0.019
Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,unparseE,0.003
Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,Eval.run,0.004
Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,prepareLiveUpdates,0.013
